,t_home,t_away,t_win,t_loss,gameUID,date
24794,GSW,OKC,OKC,GSW,52f2f45890a4948418328580,2010-02-06
24795,HOU,PHI,PHI,HOU,52f2f45990a4948418328581,2010-02-06
24796,LAC,SAS,SAS,LAC,52f2f45a90a4948418328582,2010-02-06
24797,MIL,IND,MIL,IND,52f2f45a90a4948418328583,2010-02-06
24798,MIN,MEM,MIN,MEM,52f2f45b90a4948418328584,2010-02-06
24799,POR,LAL,LAL,POR,52f2f45c90a4948418328585,2010-02-06
24800,NJN,MIL,MIL,NJN,52f2f46e90a494841832859c,2010-02-10
24801,NOH,BOS,NOH,BOS,52f2f46e90a494841832859d,2010-02-10
24802,PHO,POR,POR,PHO,52f2f46f90a494841832859e,2010-02-10
24803,TOR,PHI,TOR,PHI,52f2f47090a494841832859f,2010-02-10
24804,UTA,LAL,LAL,UTA,52f2f47090a49484183285a0,2010-02-10
24805,CLE,ORL,CLE,ORL,52f2f47190a49484183285a1,2010-02-11
24806,DEN,SAS,SAS,DEN,52f2f47290a49484183285a2,2010-02-11
24807,CHA,NJN,NJN,CHA,52f2f47390a49484183285a3,2010-02-16
24808,CHI,NYK,CHI,NYK,52f2f47390a49484183285a4,2010-02-16
24809,DET,MIN,DET,MIN,52f2f47490a49484183285a5,2010-02-16
24810,HOU,UTA,UTA,HOU,52f2f47590a49484183285a6,2010-02-16
24811,LAL,GSW,LAL,GSW,52f2f47690a49484183285a7,2010-02-16
24812,MEM,PHO,PHO,MEM,52f2f47690a49484183285a8,2010-02-16
24813,OKC,DAL,OKC,DAL,52f2f47790a49484183285a9,2010-02-16
24814,PHI,MIA,MIA,PHI,52f2f47890a49484183285aa,2010-02-16
24815,POR,LAC,POR,LAC,52f2f47890a49484183285ab,2010-02-16
24816,SAC,BOS,BOS,SAC,52f2f47990a49484183285ac,2010-02-16
24817,DAL,PHO,DAL,PHO,52f2f47a90a49484183285ad,2010-02-17
24818,GSW,SAC,GSW,SAC,52f2f47a90a49484183285ae,2010-02-17
24819,IND,SAS,SAS,IND,52f2f47b90a49484183285af,2010-02-17
24820,LAC,ATL,ATL,LAC,52f2f47c90a49484183285b0,2010-02-17
24821,MIL,HOU,HOU,MIL,52f2f47d90a49484183285b1,2010-02-17
24822,NJN,MIA,MIA,NJN,52f2f47d90a49484183285b2,2010-02-17
24823,NOH,UTA,UTA,NOH,52f2f47e90a49484183285b3,2010-02-17
24824,NYK,CHI,CHI,NYK,52f2f47f90a49484183285b4,2010-02-17
24825,ORL,DET,ORL,DET,52f2f47f90a49484183285b5,2010-02-17
24826,TOR,MEM,MEM,TOR,52f2f48090a49484183285b6,2010-02-17
24827,WAS,MIN,WAS,MIN,52f2f48190a49484183285b7,2010-02-17
24828,CLE,DEN,DEN,CLE,52f2f48290a49484183285b8,2010-02-18
24829,LAL,BOS,BOS,LAL,52f2f48290a49484183285b9,2010-02-18
24830,CHA,CLE,CHA,CLE,52f2f48390a49484183285ba,2010-02-19
24831,DET,MIL,MIL,DET,52f2f48490a49484183285bb,2010-02-19
24832,GSW,UTA,UTA,GSW,52f2f48490a49484183285bc,2010-02-19
24833,MEM,MIA,MIA,MEM,52f2f48590a49484183285bd,2010-02-19
24834,MIN,CHI,CHI,MIN,52f2f48790a49484183285be,2010-02-19
24835,NJN,TOR,TOR,NJN,52f2f48790a49484183285bf,2010-02-19
24836,NOH,IND,NOH,IND,52f2f48890a49484183285c0,2010-02-19
24837,ORL,DAL,DAL,ORL,52f2f48990a49484183285c1,2010-02-19
24838,PHI,SAS,PHI,SAS,52f2f48a90a49484183285c2,2010-02-19
24839,PHO,ATL,PHO,ATL,52f2f48a90a49484183285c3,2010-02-19
24840,POR,BOS,BOS,POR,52f2f48b90a49484183285c4,2010-02-19
24841,WAS,DEN,WAS,DEN,52f2f48c90a49484183285c5,2010-02-19
24842,CHI,PHI,CHI,PHI,52f2f48c90a49484183285c6,2010-02-20
24843,DAL,MIA,DAL,MIA,52f2f48d90a49484183285c7,2010-02-20
24844,HOU,IND,IND,HOU,52f2f48e90a49484183285c8,2010-02-20
24845,LAC,SAC,LAC,SAC,52f2f48f90a49484183285c9,2010-02-20
24846,MIL,CHA,MIL,CHA,52f2f48f90a49484183285ca,2010-02-20
24847,NYK,OKC,OKC,NYK,52f2f49090a49484183285cb,2010-02-20
24848,TOR,WAS,TOR,WAS,52f2f49190a49484183285cc,2010-02-20
24849,DEN,BOS,DEN,BOS,52f2f49190a49484183285cd,2010-02-21
24850,DET,SAS,DET,SAS,52f2f49290a49484183285ce,2010-02-21
24851,GSW,ATL,GSW,ATL,52f2f49390a49484183285cf,2010-02-21
24852,MIN,OKC,OKC,MIN,52f2f49390a49484183285d0,2010-02-21
24853,NJN,MEM,MEM,NJN,52f2f49490a49484183285d1,2010-02-21
24854,NOH,HOU,NOH,HOU,52f2f49590a49484183285d2,2010-02-21
24855,ORL,CLE,ORL,CLE,52f2f49590a49484183285d3,2010-02-21
24856,PHO,SAC,PHO,SAC,52f2f49690a49484183285d4,2010-02-21
24857,POR,UTA,UTA,POR,52f2f49790a49484183285d5,2010-02-21
24858,DAL,IND,DAL,IND,52f2f49890a49484183285d6,2010-02-22
24859,LAC,CHA,LAC,CHA,52f2f49890a49484183285d7,2010-02-22
24860,NYK,MIL,MIL,NYK,52f2f49990a49484183285d8,2010-02-22
24861,UTA,ATL,ATL,UTA,52f2f49a90a49484183285d9,2010-02-22
24862,WAS,CHI,WAS,CHI,52f2f49a90a49484183285da,2010-02-22
24863,BOS,NYK,BOS,NYK,52f2f49b90a49484183285db,2010-02-23
24864,CLE,NOH,CLE,NOH,52f2f49c90a49484183285dc,2010-02-23
24865,GSW,PHI,PHI,GSW,52f2f49c90a49484183285dd,2010-02-23
24866,MEM,LAL,LAL,MEM,52f2f49d90a49484183285de,2010-02-23
24867,MIA,MIN,MIN,MIA,52f2f49e90a49484183285df,2010-02-23
24868,NJN,POR,POR,NJN,52f2f49f90a49484183285e0,2010-02-23
24869,OKC,PHO,PHO,OKC,52f2f49f90a49484183285e1,2010-02-23
24870,SAC,DET,DET,SAC,52f2f4a090a49484183285e2,2010-02-23
24871,ATL,MIN,ATL,MIN,52f2f4a190a49484183285e3,2010-02-24
24872,CHI,IND,CHI,IND,52f2f4a190a49484183285e4,2010-02-24
24873,DAL,LAL,DAL,LAL,52f2f4a290a49484183285e5,2010-02-24
24874,HOU,ORL,ORL,HOU,52f2f4a390a49484183285e6,2010-02-24
24875,LAC,DET,LAC,DET,52f2f4a390a49484183285e7,2010-02-24
24876,MIL,NOH,MIL,NOH,52f2f4a490a49484183285e8,2010-02-24
24877,PHO,PHI,PHO,PHI,52f2f4a590a49484183285e9,2010-02-24
24878,SAS,OKC,SAS,OKC,52f2f4a690a49484183285ea,2010-02-24
24879,TOR,POR,POR,TOR,52f2f4a690a49484183285eb,2010-02-24
24880,UTA,CHA,UTA,CHA,52f2f4a790a49484183285ec,2010-02-24
24881,WAS,MEM,MEM,WAS,52f2f4a890a49484183285ed,2010-02-24
24882,BOS,CLE,CLE,BOS,52f2f4a890a49484183285ee,2010-02-25
24883,GSW,DEN,DEN,GSW,52f2f4a990a49484183285ef,2010-02-25
24884,IND,MIL,MIL,IND,52f2f4aa90a49484183285f0,2010-02-25
24885,ATL,DAL,DAL,ATL,52f2f4ab90a49484183285f1,2010-02-26
24886,CHI,POR,CHI,POR,52f2f4ab90a49484183285f2,2010-02-26
24887,DEN,DET,DEN,DET,52f2f4ac90a49484183285f3,2010-02-26
24888,HOU,SAS,HOU,SAS,52f2f4ad90a49484183285f4,2010-02-26
24889,LAL,PHI,LAL,PHI,52f2f4ad90a49484183285f5,2010-02-26
24890,MEM,CHA,CHA,MEM,52f2f4ae90a49484183285f6,2010-02-26
24891,NOH,ORL,NOH,ORL,52f2f4af90a49484183285f7,2010-02-26
24892,OKC,MIN,OKC,MIN,52f2f4af90a49484183285f8,2010-02-26
24893,PHO,LAC,PHO,LAC,52f2f4b090a49484183285f9,2010-02-26
24894,SAC,UTA,SAC,UTA,52f2f4b190a49484183285fa,2010-02-26
24895,TOR,CLE,CLE,TOR,52f2f4b290a49484183285fb,2010-02-26
24896,WAS,NYK,NYK,WAS,52f2f4b290a49484183285fc,2010-02-26
24897,BOS,NJN,NJN,BOS,52f2f4b390a49484183285fd,2010-02-27
24898,GSW,DET,GSW,DET,52f2f4b490a49484183285fe,2010-02-27
24899,IND,CHI,IND,CHI,52f2f4b490a49484183285ff,2010-02-27
24900,MIA,MIL,MIL,MIA,52f2f4b590a4948418328600,2010-02-27
24901,MIN,POR,POR,MIN,52f2f4b690a4948418328601,2010-02-27
24902,NYK,MEM,MEM,NYK,52f2f4b790a4948418328602,2010-02-27
24903,UTA,HOU,UTA,HOU,52f2f4b790a4948418328603,2010-02-27
24904,ATL,MIL,ATL,MIL,52f2f4b890a4948418328604,2010-02-28
24977,HOU,PHO,PHO,HOU,52f2f65b90a4948418328829,2010-11-22
24978,LAC,NOH,LAC,NOH,52f2f65c90a494841832882a,2010-11-22
24979,MIA,IND,IND,MIA,52f2f65d90a494841832882b,2010-11-22
24980,OKC,MIN,OKC,MIN,52f2f65d90a494841832882c,2010-11-22
24981,SAS,ORL,SAS,ORL,52f2f65e90a494841832882d,2010-11-22
24982,UTA,SAC,UTA,SAC,52f2f65f90a494841832882e,2010-11-22
24983,DAL,DET,DAL,DET,52f2f66090a494841832882f,2010-11-23
24984,IND,CLE,IND,CLE,52f2f66090a4948418328830,2010-11-23
24985,LAL,CHI,LAL,CHI,52f2f66190a4948418328831,2010-11-23
24986,NJN,ATL,NJN,ATL,52f2f66290a4948418328832,2010-11-23
24987,NYK,CHA,NYK,CHA,52f2f66390a4948418328833,2010-11-23
24988,WAS,PHI,WAS,PHI,52f2f66390a4948418328834,2010-11-23
24989,BOS,NJN,BOS,NJN,52f2f66490a4948418328835,2010-11-24
24990,CHA,NYK,NYK,CHA,52f2f66590a4948418328836,2010-11-24
24991,CLE,MIL,CLE,MIL,52f2f66690a4948418328837,2010-11-24
24992,HOU,GSW,HOU,GSW,52f2f66690a4948418328838,2010-11-24
24993,MEM,DET,MEM,DET,52f2f66790a4948418328839,2010-11-24
24994,MIN,SAS,SAS,MIN,52f2f66890a494841832883a,2010-11-24
24995,OKC,DAL,DAL,OKC,52f2f66990a494841832883b,2010-11-24
24996,ORL,MIA,ORL,MIA,52f2f66990a494841832883c,2010-11-24
24997,PHO,CHI,CHI,PHO,52f2f66a90a494841832883d,2010-11-24
24998,TOR,PHI,TOR,PHI,52f2f66b90a494841832883e,2010-11-24
24999,UTA,NOH,UTA,NOH,52f2f66c90a494841832883f,2010-11-24
25000,ATL,WAS,ATL,WAS,52f2f66c90a4948418328840,2010-11-25
25001,LAC,SAC,LAC,SAC,52f2f66d90a4948418328841,2010-11-25
25002,BOS,TOR,BOS,TOR,52f2f66e90a4948418328842,2010-11-26
25003,CHA,HOU,CHA,HOU,52f2f66f90a4948418328843,2010-11-26
25004,DEN,CHI,DEN,CHI,52f2f66f90a4948418328844,2010-11-26
25005,DET,MIL,DET,MIL,52f2f67090a4948418328845,2010-11-26
25006,IND,OKC,OKC,IND,52f2f67190a4948418328846,2010-11-26
25007,MEM,GSW,MEM,GSW,52f2f67290a4948418328847,2010-11-26
25008,MIA,PHI,MIA,PHI,52f2f67290a4948418328848,2010-11-26
25009,ORL,CLE,ORL,CLE,52f2f67390a4948418328849,2010-11-26
25010,PHO,LAC,PHO,LAC,52f2f67490a494841832884a,2010-11-26
25011,POR,NOH,NOH,POR,52f2f67490a494841832884b,2010-11-26
25012,SAS,DAL,DAL,SAS,52f2f67590a494841832884c,2010-11-26
25013,UTA,LAL,UTA,LAL,52f2f67690a494841832884d,2010-11-26
25014,CLE,MEM,CLE,MEM,52f2f67790a494841832884e,2010-11-27
25015,DAL,MIA,DAL,MIA,52f2f67890a494841832884f,2010-11-27
25016,MIL,CHA,MIL,CHA,52f2f67890a4948418328850,2010-11-27
25017,MIN,GSW,GSW,MIN,52f2f67990a4948418328851,2010-11-27
25018,NYK,ATL,ATL,NYK,52f2f67a90a4948418328852,2010-11-27
25019,PHI,NJN,PHI,NJN,52f2f67b90a4948418328853,2010-11-27
25020,SAC,CHI,CHI,SAC,52f2f67b90a4948418328854,2010-11-27
25021,WAS,ORL,ORL,WAS,52f2f67c90a4948418328855,2010-11-27
25022,DEN,PHO,DEN,PHO,52f2f67d90a4948418328856,2010-11-28
25023,DET,NYK,NYK,DET,52f2f67e90a4948418328857,2010-11-28
25024,HOU,OKC,HOU,OKC,52f2f67e90a4948418328858,2010-11-28
25025,LAC,UTA,UTA,LAC,52f2f67f90a4948418328859,2010-11-28
25026,LAL,IND,IND,LAL,52f2f68190a494841832885a,2010-11-28
25027,NJN,POR,NJN,POR,52f2f68290a494841832885b,2010-11-28
25028,NOH,SAS,SAS,NOH,52f2f68290a494841832885c,2010-11-28
25029,TOR,ATL,ATL,TOR,52f2f68390a494841832885d,2010-11-28
25030,DAL,HOU,DAL,HOU,52f2f68490a494841832885e,2010-11-29
25031,MIA,WAS,MIA,WAS,52f2f68590a494841832885f,2010-11-29
25032,OKC,NOH,OKC,NOH,52f2f68590a4948418328860,2010-11-29
25033,UTA,MIL,UTA,MIL,52f2f68690a4948418328861,2010-11-29
25034,CLE,BOS,BOS,CLE,52f2f68790a4948418328862,2010-11-30
25035,GSW,SAS,SAS,GSW,52f2f68890a4948418328863,2010-11-30
25036,MEM,LAL,MEM,LAL,52f2f68890a4948418328864,2010-11-30
25037,NYK,NJN,NYK,NJN,52f2f68990a4948418328865,2010-11-30
25038,ORL,DET,ORL,DET,52f2f68a90a4948418328866,2010-11-30
25039,PHI,POR,PHI,POR,52f2f68b90a4948418328867,2010-11-30
25040,SAC,IND,IND,SAC,52f2f68b90a4948418328868,2010-11-30
25041,ATL,MEM,ATL,MEM,52f2f68c90a4948418328869,2010-12-01
25042,BOS,POR,BOS,POR,52f2f68d90a494841832886a,2010-12-01
25043,CHI,ORL,ORL,CHI,52f2f68e90a494841832886b,2010-12-01
25044,DAL,MIN,DAL,MIN,52f2f68e90a494841832886c,2010-12-01
25045,DEN,MIL,DEN,MIL,52f2f68f90a494841832886d,2010-12-01
25046,HOU,LAL,HOU,LAL,52f2f69090a494841832886e,2010-12-01
25047,LAC,SAS,LAC,SAS,52f2f69190a494841832886f,2010-12-01
25048,MIA,DET,MIA,DET,52f2f69190a4948418328870,2010-12-01
25049,NJN,OKC,OKC,NJN,52f2f69290a4948418328871,2010-12-01
25050,NOH,CHA,NOH,CHA,52f2f69390a4948418328872,2010-12-01
25051,TOR,WAS,TOR,WAS,52f2f69490a4948418328873,2010-12-01
25052,UTA,IND,UTA,IND,52f2f69490a4948418328874,2010-12-01
25053,CLE,MIA,MIA,CLE,52f2f69590a4948418328875,2010-12-02
25054,GSW,PHO,PHO,GSW,52f2f69690a4948418328876,2010-12-02
25055,ATL,PHI,ATL,PHI,52f2f69690a4948418328877,2010-12-03
25056,BOS,CHI,BOS,CHI,52f2f69790a4948418328878,2010-12-03
25057,CHA,NJN,CHA,NJN,52f2f69890a4948418328879,2010-12-03
25058,DEN,LAC,DEN,LAC,52f2f69990a494841832887a,2010-12-03
25059,DET,ORL,ORL,DET,52f2f69990a494841832887b,2010-12-03
25060,LAL,SAC,LAL,SAC,52f2f69a90a494841832887c,2010-12-03
25061,MEM,HOU,HOU,MEM,52f2f69b90a494841832887d,2010-12-03
25062,NOH,NYK,NYK,NOH,52f2f69c90a494841832887e,2010-12-03
25063,PHO,IND,PHO,IND,52f2f69c90a494841832887f,2010-12-03
25064,SAS,MIN,SAS,MIN,52f2f69d90a4948418328880,2010-12-03
25065,TOR,OKC,TOR,OKC,52f2f69e90a4948418328881,2010-12-03
25066,DAL,NOH,DAL,NOH,52f2f4b990a4948418328605,2010-02-28
25067,LAL,DEN,LAL,DEN,52f2f4b990a4948418328606,2010-02-28
25068,NJN,WAS,WAS,NJN,52f2f4ba90a4948418328607,2010-02-28
25069,OKC,TOR,OKC,TOR,52f2f4bb90a4948418328608,2010-02-28
25070,ORL,MIA,ORL,MIA,52f2f4bb90a4948418328609,2010-02-28
25071,SAC,LAC,SAC,LAC,52f2f4bc90a494841832860a,2010-02-28
25072,SAS,PHO,SAS,PHO,52f2f4bd90a494841832860b,2010-02-28
25073,CHA,DAL,DAL,CHA,52f2f4be90a494841832860c,2010-03-01
25074,CHI,ATL,ATL,CHI,52f2f4be90a494841832860d,2010-03-01
25075,CLE,NYK,CLE,NYK,52f2f4bf90a494841832860e,2010-03-01
25076,HOU,TOR,HOU,TOR,52f2f4c090a494841832860f,2010-03-01
25077,LAC,UTA,LAC,UTA,52f2f4c190a4948418328610,2010-03-01
25078,MEM,POR,POR,MEM,52f2f4c190a4948418328611,2010-03-01
25079,NOH,SAS,SAS,NOH,52f2f4c290a4948418328612,2010-03-01
25080,PHI,ORL,ORL,PHI,52f2f4c390a4948418328613,2010-03-01
25081,PHO,DEN,PHO,DEN,52f2f4c390a4948418328614,2010-03-01
25082,DET,BOS,BOS,DET,52f2f4c490a4948418328615,2010-03-02
25083,LAL,IND,LAL,IND,52f2f4c590a4948418328616,2010-03-02
25084,MIA,GSW,MIA,GSW,52f2f4c590a4948418328617,2010-03-02
25085,OKC,SAC,OKC,SAC,52f2f4c690a4948418328618,2010-03-02
25086,ATL,PHI,ATL,PHI,52f2f4c790a4948418328619,2010-03-03
25087,BOS,CHA,BOS,CHA,52f2f4c890a494841832861a,2010-03-03
25088,DAL,MIN,DAL,MIN,52f2f4c890a494841832861b,2010-03-03
25089,DEN,OKC,DEN,OKC,52f2f4c990a494841832861c,2010-03-03
25090,HOU,SAC,SAC,HOU,52f2f4ca90a494841832861d,2010-03-03
25091,LAC,PHO,PHO,LAC,52f2f4cb90a494841832861e,2010-03-03
25092,MIL,WAS,MIL,WAS,52f2f4cb90a494841832861f,2010-03-03
25093,NJN,CLE,CLE,NJN,52f2f4cc90a4948418328620,2010-03-03
25094,NOH,MEM,MEM,NOH,52f2f4cd90a4948418328621,2010-03-03
25095,NYK,DET,NYK,DET,52f2f4cd90a4948418328622,2010-03-03
25096,ORL,GSW,ORL,GSW,52f2f4ce90a4948418328623,2010-03-03
25097,POR,IND,POR,IND,52f2f4cf90a4948418328624,2010-03-03
25098,CHI,MEM,MEM,CHI,52f2f4cf90a4948418328625,2010-03-04
25099,MIA,LAL,MIA,LAL,52f2f4d090a4948418328626,2010-03-04
25100,PHO,UTA,UTA,PHO,52f2f4d190a4948418328627,2010-03-04
25101,ATL,GSW,ATL,GSW,52f2f4d290a4948418328628,2010-03-05
25102,CHA,LAL,CHA,LAL,52f2f4d290a4948418328629,2010-03-05
25103,CLE,DET,CLE,DET,52f2f4d390a494841832862a,2010-03-05
25104,DAL,SAC,DAL,SAC,52f2f4d490a494841832862b,2010-03-05
25105,DEN,IND,DEN,IND,52f2f4d590a494841832862c,2010-03-05
25106,LAC,OKC,OKC,LAC,52f2f4d590a494841832862d,2010-03-05
25107,NJN,ORL,ORL,NJN,52f2f4d690a494841832862e,2010-03-05
25108,PHI,BOS,BOS,PHI,52f2f4d790a494841832862f,2010-03-05
25109,SAS,NOH,SAS,NOH,52f2f4d790a4948418328630,2010-03-05
25110,TOR,NYK,TOR,NYK,52f2f4d890a4948418328631,2010-03-05
25111,WAS,MIL,MIL,WAS,52f2f4d990a4948418328632,2010-03-05
25112,UTA,DAL,DAL,UTA,52f2f69f90a4948418328882,2010-12-03
25113,WAS,POR,WAS,POR,52f2f69f90a4948418328883,2010-12-03
25114,CHI,HOU,CHI,HOU,52f2f6a090a4948418328884,2010-12-04
25115,MIA,ATL,MIA,ATL,52f2f6a190a4948418328885,2010-12-04
25116,MIL,ORL,MIL,ORL,52f2f6a190a4948418328886,2010-12-04
25117,MIN,CLE,MIN,CLE,52f2f6a290a4948418328887,2010-12-04
25118,PHI,CHA,PHI,CHA,52f2f6a390a4948418328888,2010-12-04
25119,SAC,DAL,DAL,SAC,52f2f6a490a4948418328889,2010-12-04
25120,DEN,MEM,DEN,MEM,52f2f6a490a494841832888a,2010-12-05
25121,DET,CLE,DET,CLE,52f2f6a590a494841832888b,2010-12-05
25122,NJN,BOS,BOS,NJN,52f2f6a690a494841832888c,2010-12-05
25123,OKC,GSW,OKC,GSW,52f2f6a690a494841832888d,2010-12-05
25124,PHO,WAS,PHO,WAS,52f2f6a790a494841832888e,2010-12-05
25125,POR,LAC,POR,LAC,52f2f6a890a494841832888f,2010-12-05
25126,SAS,NOH,SAS,NOH,52f2f6a990a4948418328890,2010-12-05
25127,TOR,NYK,NYK,TOR,52f2f6a990a4948418328891,2010-12-05
25128,CHI,OKC,CHI,OKC,52f2f6aa90a4948418328892,2010-12-06
25129,IND,TOR,IND,TOR,52f2f6ab90a4948418328893,2010-12-06
25130,LAC,SAC,LAC,SAC,52f2f6ab90a4948418328894,2010-12-06
25131,MIL,MIA,MIA,MIL,52f2f6ac90a4948418328895,2010-12-06
25132,NYK,MIN,NYK,MIN,52f2f6ad90a4948418328896,2010-12-06
25133,ORL,ATL,ATL,ORL,52f2f6ad90a4948418328897,2010-12-06
25134,UTA,MEM,UTA,MEM,52f2f6bf90a4948418328898,2010-12-06
25135,ATL,NJN,ATL,NJN,52f2f6bf90a4948418328899,2010-12-07
25136,CHA,DEN,CHA,DEN,52f2f6c090a494841832889a,2010-12-07
25137,DAL,GSW,DAL,GSW,52f2f6c190a494841832889b,2010-12-07
25138,HOU,DET,HOU,DET,52f2f6c190a494841832889c,2010-12-07
25139,LAL,WAS,LAL,WAS,52f2f6c290a494841832889d,2010-12-07
25140,PHI,CLE,PHI,CLE,52f2f6c390a494841832889e,2010-12-07
25141,POR,PHO,POR,PHO,52f2f6c490a494841832889f,2010-12-07
25142,BOS,DEN,BOS,DEN,52f2f6c490a49484183288a0,2010-12-08
25143,CLE,CHI,CHI,CLE,52f2f6c590a49484183288a1,2010-12-08
25144,LAC,LAL,LAL,LAC,52f2f6c690a49484183288a2,2010-12-08
25145,MIL,IND,MIL,IND,52f2f6c790a49484183288a3,2010-12-08
25146,MIN,OKC,OKC,MIN,52f2f6c790a49484183288a4,2010-12-08
25147,NOH,DET,NOH,DET,52f2f6c890a49484183288a5,2010-12-08
25148,NYK,TOR,NYK,TOR,52f2f6c990a49484183288a6,2010-12-08
25149,PHO,MEM,MEM,PHO,52f2f6ca90a49484183288a7,2010-12-08
25150,SAC,WAS,SAC,WAS,52f2f6ca90a49484183288a8,2010-12-08
25151,SAS,GSW,SAS,GSW,52f2f6cb90a49484183288a9,2010-12-08
25152,UTA,MIA,MIA,UTA,52f2f6cc90a49484183288aa,2010-12-08
25153,DAL,NJN,DAL,NJN,52f2f6cd90a49484183288ab,2010-12-09
25154,PHI,BOS,BOS,PHI,52f2f6cd90a49484183288ac,2010-12-09
25155,POR,ORL,POR,ORL,52f2f6ce90a49484183288ad,2010-12-09
25156,CHI,LAL,CHI,LAL,52f2f6cf90a49484183288ae,2010-12-10
25157,GSW,MIA,MIA,GSW,52f2f6d090a49484183288af,2010-12-10
25158,IND,CHA,IND,CHA,52f2f6d090a49484183288b0,2010-12-10
25159,MIL,HOU,MIL,HOU,52f2f6d190a49484183288b1,2010-12-10
25160,MIN,DET,MIN,DET,52f2f6d290a49484183288b2,2010-12-10
25161,NOH,OKC,OKC,NOH,52f2f6d290a49484183288b3,2010-12-10
25162,PHO,POR,POR,PHO,52f2f6d390a49484183288b4,2010-12-10
25163,SAS,ATL,SAS,ATL,52f2f6d490a49484183288b5,2010-12-10
25164,TOR,DEN,DEN,TOR,52f2f6d490a49484183288b6,2010-12-10
25165,UTA,ORL,UTA,ORL,52f2f6d590a49484183288b7,2010-12-10
25166,WAS,NYK,NYK,WAS,52f2f6d690a49484183288b8,2010-12-10
25167,ATL,IND,ATL,IND,52f2f6d790a49484183288b9,2010-12-11
25168,CHA,BOS,BOS,CHA,52f2f6d790a49484183288ba,2010-12-11
25169,CHI,MIN,CHI,MIN,52f2f6d890a49484183288bb,2010-12-11
25170,DAL,UTA,DAL,UTA,52f2f6d990a49484183288bc,2010-12-11
25171,DET,TOR,TOR,DET,52f2f6da90a49484183288bd,2010-12-11
25172,HOU,CLE,HOU,CLE,52f2f6da90a49484183288be,2010-12-11
25173,LAC,MEM,MEM,LAC,52f2f6db90a49484183288bf,2010-12-11
25174,SAC,MIA,MIA,SAC,52f2f6dc90a49484183288c0,2010-12-11
25175,LAC,ORL,ORL,LAC,52f2f6dd90a49484183288c1,2010-12-12
25176,NJN,LAL,LAL,NJN,52f2f6dd90a49484183288c2,2010-12-12
25177,NYK,DEN,NYK,DEN,52f2f6de90a49484183288c3,2010-12-12
25178,OKC,CLE,OKC,CLE,52f2f6df90a49484183288c4,2010-12-12
25179,PHI,NOH,PHI,NOH,52f2f6e090a49484183288c5,2010-12-12
25180,SAS,POR,SAS,POR,52f2f6e090a49484183288c6,2010-12-12
25181,CHI,IND,CHI,IND,52f2f6e190a49484183288c7,2010-12-13
25182,DAL,MIL,MIL,DAL,52f2f6e290a49484183288c8,2010-12-13
25183,MEM,POR,MEM,POR,52f2f6e290a49484183288c9,2010-12-13
25184,MIA,NOH,MIA,NOH,52f2f6e390a49484183288ca,2010-12-13
25185,UTA,GSW,UTA,GSW,52f2f6e490a49484183288cb,2010-12-13
25186,CHA,TOR,CHA,TOR,52f2f6e590a49484183288cc,2010-12-14
25187,DEN,ORL,DEN,ORL,52f2f6e590a49484183288cd,2010-12-14
25188,DET,ATL,DET,ATL,52f2f6e690a49484183288ce,2010-12-14
25189,GSW,MIN,GSW,MIN,52f2f6e790a49484183288cf,2010-12-14
25190,HOU,SAC,HOU,SAC,52f2f6e890a49484183288d0,2010-12-14
25191,NJN,PHI,PHI,NJN,52f2f6e890a49484183288d1,2010-12-14
25192,WAS,LAL,LAL,WAS,52f2f6e990a49484183288d2,2010-12-14
25193,DAL,POR,DAL,POR,52f2f6ea90a49484183288d3,2010-12-15
25194,IND,LAL,LAL,IND,52f2f6eb90a49484183288d4,2010-12-15
25195,MEM,CHA,MEM,CHA,52f2f6eb90a49484183288d5,2010-12-15
25196,MIA,CLE,MIA,CLE,52f2f6ec90a49484183288d6,2010-12-15
25197,NOH,SAC,NOH,SAC,52f2f6ed90a49484183288d7,2010-12-15
25198,NYK,BOS,BOS,NYK,52f2f6ed90a49484183288d8,2010-12-15
25199,OKC,HOU,OKC,HOU,52f2f6ee90a49484183288d9,2010-12-15
25200,PHI,LAC,PHI,LAC,52f2f6ef90a49484183288da,2010-12-15
25201,PHO,MIN,PHO,MIN,52f2f6f090a49484183288db,2010-12-15
25202,SAS,MIL,SAS,MIL,52f2f6f090a49484183288dc,2010-12-15
25203,TOR,CHI,CHI,TOR,52f2f6f190a49484183288dd,2010-12-15
25204,CHA,GSW,CHA,GSW,52f2f4da90a4948418328633,2010-03-06
25205,CHI,DAL,DAL,CHI,52f2f4da90a4948418328634,2010-03-06
25206,MEM,SAS,SAS,MEM,52f2f4db90a4948418328635,2010-03-06
25207,MIA,ATL,MIA,ATL,52f2f4dc90a4948418328636,2010-03-06
25208,MIL,CLE,MIL,CLE,52f2f4dc90a4948418328637,2010-03-06
25209,MIN,HOU,HOU,MIN,52f2f4dd90a4948418328638,2010-03-06
25210,NYK,NJN,NJN,NYK,52f2f4de90a4948418328639,2010-03-06
25211,PHO,IND,PHO,IND,52f2f4de90a494841832863a,2010-03-06
25212,UTA,LAC,UTA,LAC,52f2f4df90a494841832863b,2010-03-06
25213,BOS,WAS,BOS,WAS,52f2f4e090a494841832863c,2010-03-07
25214,DEN,POR,DEN,POR,52f2f4e190a494841832863d,2010-03-07
25215,DET,HOU,DET,HOU,52f2f4e190a494841832863e,2010-03-07
